1 Periodo,2 Código de catalogo,3 Codigo de rubro,4 Saldo rubro,5 Estado de operacion,6 Campos Libres,
20231231,682211,0.00,0.00,59802.08,0.00,59802.08,0.00,427067.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,393215,0.00,0.00,0.00,804119.08,0.00,804119.08,0.00,0.00,0.00,0.00,804119.08,0.00,0.00,0.00,0.00,0.00,1,
20231231,104103,0.00,0.00,151565.53,56696.99,151565.53,56696.99,646824.84,0.00,0.00,0.00,94868.54,0.00,0.00,0.00,0.00,0.00,1,
20231231,104116,0.00,0.00,17645.56,0.00,17645.56,0.00,27645.56,0.00,0.00,0.00,17645.56,0.00,0.00,0.00,0.00,0.00,1,
20231231,3200,0.00,0.00,17212671.26,27320.58,17212671.26,27320.58,543273662.10,0.00,0.00,0.00,17185350.68,0.00,0.00,0.00,0.00,0.00,1,
20231231,421104,0.00,0.00,178623.44,214485.70,178623.44,214485.70,0.00,0.00,0.00,0.00,0.00,35862.26,0.00,0.00,0.00,0.00,1,
20231231,684141,0.00,0.00,26.03,0.00,26.03,0.00,6159.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,636502,0.00,0.00,8000.00,0.00,8000.00,0.00,545275.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,639102,0.00,0.00,7550.00,0.00,7550.00,0.00,9430.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,395241,0.00,0.00,0.00,190.29,0.00,190.29,0.00,0.00,0.00,0.00,190.29,0.00,0.00,0.00,0.00,0.00,1,
20231231,411501,0.00,0.00,12000.00,0.00,12000.00,0.00,12000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,621106,0.00,0.00,2528.58,0.00,2528.58,0.00,2528.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,189906,0.00,0.00,6020.60,0.00,6020.60,0.00,12041.20,0.00,0.00,0.00,6020.60,0.00,0.00,0.00,0.00,0.00,1,
20231231,636301,0.00,0.00,370.50,200.00,370.50,200.00,763.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,632110,0.00,0.00,1526.34,0.00,1526.34,0.00,4579.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,104110,0.00,0.00,2670.00,0.00,2670.00,0.00,8314.44,0.00,0.00,0.00,2670.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,105103,0.00,0.00,6701029.81,2147759.00,6701029.81,2147759.00,22766354.05,0.00,0.00,0.00,4553270.81,0.00,0.00,0.00,0.00,0.00,1,
20231231,121201,0.00,0.00,83131.93,3491.25,83131.93,3491.25,44108507.31,0.00,0.00,0.00,79640.68,0.00,0.00,0.00,0.00,0.00,1,
20231231,701217,0.00,0.00,0.00,3020.50,0.00,3020.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3020.50,0.00,0.00,1,
20231231,401141,0.00,0.00,0.00,1305.80,0.00,1305.80,0.00,0.00,0.00,0.00,0.00,1305.80,0.00,0.00,0.00,0.00,1,
20231231,401721,0.00,0.00,0.00,2004.00,0.00,2004.00,0.00,0.00,0.00,0.00,0.00,2004.00,0.00,0.00,0.00,0.00,1,
20231231,601107,0.00,0.00,566.55,0.00,566.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,169901,0.00,0.00,200.00,0.00,200.00,0.00,200.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,641101,0.00,0.00,1094378.66,0.00,1094378.66,0.00,2188757.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,601116,0.00,0.00,6113.88,0.00,6113.88,0.00,14857.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,101122,0.00,0.00,2000.00,0.00,2000.00,0.00,2000.00,0.00,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,121101,0.00,0.00,1741069.92,2179.61,1741069.92,2179.61,10435111.86,0.00,0.00,0.00,1738890.31,0.00,0.00,0.00,0.00,0.00,1,
20231231,122101,0.00,0.00,0.00,657.49,0.00,657.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,201111,0.00,0.00,864727.18,0.00,864727.18,0.00,1729454.36,0.00,0.00,0.00,864727.18,0.00,0.00,0.00,0.00,0.00,1,
20231231,469902,0.00,0.00,2846.85,0.00,2846.85,0.00,2846.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,104107,0.00,0.00,822.36,14377.84,822.36,14377.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,684151,0.00,0.00,1845.99,0.00,1845.99,0.00,296029.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,333111,0.00,0.00,19841.20,6532.00,19841.20,6532.00,48009.95,0.00,0.00,0.00,13309.20,0.00,0.00,0.00,0.00,0.00,1,
20231231,776102,0.00,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,621201,0.00,0.00,50.00,0.00,50.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,7032116,0.00,0.00,1857.64,84030.99,1857.64,84030.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82173.35,0.00,0.00,1,
20231231,631121,0.00,0.00,1859.60,0.00,1859.60,0.00,8278.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,343111,0.00,0.00,480536.26,0.00,480536.26,0.00,481536.26,0.00,0.00,0.00,480536.26,0.00,0.00,0.00,0.00,0.00,1,
20231231,625102,0.00,0.00,300.00,0.00,300.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,625105,0.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,104122,0.00,0.00,0.00,1144.60,0.00,1144.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,183101,0.00,0.00,190395.90,0.00,190395.90,0.00,190395.90,0.00,0.00,0.00,190395.90,0.00,0.00,0.00,0.00,0.00,1,
20231231,104109,0.00,0.00,1887.00,34.50,1887.00,34.50,27773.96,0.00,0.00,0.00,1852.50,0.00,0.00,0.00,0.00,0.00,1,
20231231,422103,0.00,0.00,4600.00,4460.40,4600.00,4460.40,525958.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
