1 Periodo,2 Codigo de catalogo,3 Codigo de rubro,4 Saldo rubro,5 Estado de operacion,6 Campos libres, 
20240131,09,- None -,-11 743 530.96,1,
20240131,09,- None -,-81 704.22,1,
20240131,09,- None -,188 156.14,1,
20240131,09,- None -,-14 261.04,1,
20240131,09,- None -,-18 904.38,1,
20240131,09,- None -,-27 624.08,1,
20240131,09,- None -,1 887.00,1,
20240131,09,- None -,27 645.56,1,
20240131,09,- None -,4 290 176.55,1,
20240229,09,- None -,1 259 167.25,1,
20240131,09,- None -,12 339 839.05,1,
20240131,09,- None -,39 345.96,1,
20240331,09,- None -,102 081.42,1,
20240131,09,- None -,2 041 628.40,1,
20240430,09,- None -,102 081.42,1,
20240131,09,- None -,-900.00,1,
20240131,09,- None -,741.00,1,
20240131,09,- None -,71 836.68,1,
20240131,09,- None -,898 913.55,1,
20240131,09,- None -,90.00,1,
20240131,09,- None -,4 065 116.00,1,
20240430,09,- None -,-3 334 551.28,1,
20240430,09,- None -,312 051.10,1,
20240331,09,- None -,124 820.44,1,
20240430,09,- None -,-55 054.96,1,
20240430,09,- None -,3 334 551.28,1,
20240131,09,- None -,17 294.28,1,
20240229,09,- None -,17 294.28,1,
20240229,09,- None -,0.00,1,
20240331,09,- None -,0.00,1,
20240131,09,- None -,8 195 480.52,1,
20240331,09,- None -,1 294 023.24,1,
20240430,09,- None -,287 560.72,1,
20240229,09,- None -,1 869 144.68,1,
20240131,09,- None -,1 688 626.02,1,
20240131,09,- None -,28 356.80,1,
20240430,09,- None -,75 967.86,1,
20240131,09,- None -,75 967.86,1,
20240331,09,- None -,75 967.86,1,
20240229,09,- None -,75 967.86,1,
20240131,09,- None -,-362 091.92,1,
20240331,09,- None -,-362 091.92,1,
20240430,09,- None -,-362 091.92,1,
20240229,09,- None -,-362 091.92,1,
20240331,09,- None -,-1 399 065.40,1,
20240430,09,- None -,-2 798 130.80,1,
20240229,09,- None -,-1 399 065.40,1,
20240131,09,- None -,-5 596 261.60,1,
20240430,09,- None -,-506 259.68,1,
20240331,09,- None -,-506 259.68,1,
20240131,09,- None -,-506 259.68,1,
20240229,09,- None -,-506 259.68,1,
20240131,09,- None -,-1 255.80,1,
20240331,09,- None -,-627.90,1,
20240229,09,- None -,-1 255.80,1,
20240331,09,- None -,0.00,1,
20240131,09,- None -,0.00,1,
20240229,09,- None -,0.00,1,
20240229,09,- None -,-80 045.46,1,
20240131,09,- None -,-520 295.49,1,
20240430,09,- None -,-22 234.85,1,
20240331,09,- None -,-57 810.61,1,
20240131,09,- None -,-3 150 677.75,1,
20240430,09,- None -,-59 446.75,1,
20240331,09,- None -,-59 446.75,1,
20240229,09,- None -,-297 233.75,1,
20240131,09,- None -,-41 259.92,1,
20240131,09,- None -,-117 586.80,1,
20240131,09,- None -,-5 726 323.71,1,
20240229,09,- None -,-5 726 323.71,1,
20240131,09,- None -,-137 951 209.08,1,
20240131,09,- None -,-1 036 926 378.32,1,
20240131,09,- None -,-20 146.70,1,
20240531,09,- None -,-143 182.26,1,
20240430,09,- None -,-143 182.26,1,
20240131,09,- None -,-67 065.26,1,
20240229,09,- None -,-201 195.78,1,
20240131,09,- None -,35 262.06,1,
20240229,09,- None -,35 262.06,1,
20240430,09,- None -,123 417.21,1,
20240331,09,- None -,-55 422.15,1,
20240229,09,- None -,-7 706.76,1,
20240331,09,- None -,15 702.90,1,
20240131,09,- None -,268.24,1,
20240131,09,- None -,556 595.50,1,
20240131,09,- None -,483 691.98,1,
20240131,09,- None -,-1 307 654.46,1,
20240131,09,- None -,-268.24,1,
20240131,09,- None -,900.00,1,
20240131,09,- None -,300.00,1,
20240131,09,- None -,9 328.00,1,
20240131,09,- None -,2 000.00,1,
20240131,09,- None -,13 324.00,1,
20240229,09,- None -,0.00,1,
20240131,09,- None -,0.00,1,
20240131,09,- None -,800.20,1,
20240131,09,- None -,11 201.69,1,
20240131,09,- None -,727 033.60,1,
20240131,09,- None -,74 100.00,1,
20240131,09,- None -,1 000.00,1,
20240229,09,- None -,21 873.35,1,
20240131,09,- None -,19 661.08,1,
20240229,09,- None -,58 983.24,1,
20240131,09,- None -,-3 358.04,1,
20240131,09,- None -,5 138.01,1,
20240131,09,- None -,1 000.00,1,
20240131,09,- None -,1 459.86,1,
20240531,09,- None -,1 459.86,1,
20240229,09,- None -,4 379.58,1,
20240131,09,- None -,104 653.64,1,
20240331,09,- None -,104 653.64,1,
20240229,09,- None -,104 653.64,1,
20240331,09,- None -,442 958.12,1,
20240229,09,- None -,885 916.24,1,
20240131,09,- None -,885 916.24,1,
20240430,09,- None -,664 437.18,1,
20240229,09,- None -,1 407 208.39,1,
20240131,09,- None -,1 407 208.39,1,
20240331,09,- None -,1 407 208.39,1,
20240229,09,- None -,325 638.18,1,
20240331,09,- None -,325 638.18,1,
20240131,09,- None -,325 638.18,1,
20240331,09,- None -,7 095.89,1,
20240131,09,- None -,7 095.89,1,
20240229,09,- None -,7 095.89,1,
20240131,09,- None -,4 106.54,1,
20240331,09,- None -,2 053.27,1,
20240229,09,- None -,2 053.27,1,
20240430,09,- None -,67 435.68,1,
20240131,09,- None -,84 294.60,1,
20240229,09,- None -,202 307.04,1,
20240331,09,- None -,219 165.96,1,
20240131,09,- None -,60 946.32,1,
20240331,09,- None -,-68 770.50,1,
20240229,09,- None -,-343 852.50,1,
20240430,09,- None -,-68 770.50,1,
20240131,09,- None -,-8 885 075.50,1,
20240430,09,- None -,55 140.61,1,
20240331,09,- None -,55 140.61,1,
20240131,09,- None -,-11.08,1,
20240131,09,- None -,54 327 500.96,1,
20240131,09,- None -,26 040 793.20,1,
20240131,09,- None -,-1 065 167.40,1,
20240131,09,- None -,-16 804 748.64,1,
20240131,09,- None -,-30 972.80,1,
20240131,09,- None -,103.46,1,
20240131,09,- None -,14 785.00,1,
20240131,09,- None -,0.00,1,
20240131,09,- None -,190 213.85,1,
20240131,09,- None -,0.00,1,
20240131,09,- None -,0.00,1,
