20240100|17264|M172642|9999|9|01|10020100400001|||04/01/2024|09|T002|84|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|1|0.00|0.00|0.00|-2|59.36|118.72|0.00|0.00|0.00|1|
20240100|17275|M172752|9999|9|01|10020100400001|||08/01/2024|09|T003|22|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|1|0.00|0.00|0.00|-5|17.264|86.32|0.00|0.00|0.00|1|
20240100|17275|M172755|9999|9|01|10020402000012|||08/01/2024|09|T003|22|01|FIBRA OPTICA ADSS 24H SPAN 200 (HDPE) OFC-24G.652D-FA-SA-S1|NIU|1|0.00|0.00|0.00|-5|4.594|22.97|0.00|0.00|0.00|1|
20240100|17302|M173021|9999|9|01|10020402000012|||09/01/2024|91|0000|NaN|01|FIBRA OPTICA ADSS 24H SPAN 200 (HDPE) OFC-24G.652D-FA-SA-S1|NIU|1|100.00000000|50.00010000|5000.01|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240100|22315|M223151|9999|9|01|10040207100015|||19/01/2024|31|0000|0|01|FORTINET - FORTIGATE 100D (HW) - FG-100D|NIU|1|10.00000000|570.89000000|5708.90|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240100|22315|M223152|9999|9|01|10042020500124|||19/01/2024|31|0000|0|01|TRANSCEIVER FORTINET FG-TRAN-LX|NIU|1|0.00|0.00|0.00|-7|570.89|3996.23|0.00|0.00|0.00|1|
20240100|22718|M227181|9999|9|01|10042011300011|||19/01/2024|09|0000|20242024|01|MIKROTIK CCR1036-12G-4S|NIU|1|1.00000000|50.02000000|50.02|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240100|23522|M235222|9999|9|01|10040207100015|||19/01/2024|09|T004|3|01|FORTINET - FORTIGATE 100D (HW) - FG-100D|NIU|1|0.00|0.00|0.00|-1|570.89|570.89|0.00|0.00|0.00|1|
20240100|29458|M294582|9999|9|01|10020100400001|||23/01/2024|09|T003|25|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|1|0.00|0.00|0.00|-5|59.358|296.79|0.00|0.00|0.00|1|
20240100|29765|M297651|9999|9|01|10040200200004|||24/01/2024|01|0000|8|01|POWER INJECTOR FORTINET GPI-115 FORTINET GPI-115|NIU|1|1.00000000|1000.00000000|1000.00|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240100|29867|M298671|9999|9|01|10040200900001|||24/01/2024|01|0000|2|01|FORTINET FORTIMANAGER-200D APPLIANCE|NIU|1|1.00000000|1000.00000000|1000.00|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240100|29868|M298681|9999|9|01|10040200200004|||24/01/2024|01|0000|8|01|POWER INJECTOR FORTINET GPI-115 FORTINET GPI-115|NIU|1|1.00000000|395.81000000|395.81|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240100|29869|M298691|9999|9|01|10040200900001|||24/01/2024|01|0000|1|01|FORTINET FORTIMANAGER-200D APPLIANCE|NIU|1|1.00000000|1000.00000000|1000.00|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240100|29870|M298701|9999|9|01|10040207700004|||24/01/2024|01|0000|302|01|FORTINET - FORTIMAIL 200E FML-200E-BDL|NIU|1|1.00000000|570.89000000|570.89|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240100|29872|M298721|9999|9|01|10040200200004|||24/01/2024|01|0000|8|01|POWER INJECTOR FORTINET GPI-115 FORTINET GPI-115|NIU|1|1.00000000|1000.00000000|1000.00|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240100|29874|M298741|9999|9|01|10040201500001|||24/01/2024|01|0000|1232|01|BALANCEADOR FORTINET FORTIWAN 1000B|NIU|1|1.00000000|1000.00000000|1000.00|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240100|29877|M298771|9999|9|01|BROCA PASAMURO|||24/01/2024|01|0000|1901|01|BROCA PASAMURO|NIU|1|10.00000000|5.50000000|55.00|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240100|29878|M298781|9999|9|01|10040200900001|||24/01/2024|01|0000|10|01|FORTINET FORTIMANAGER-200D APPLIANCE|NIU|1|1.00000000|1000.00000000|1000.00|0.00|0.00|0.00|0.00|0.00|0.00|1|
