20521233991|R002|00000010|05/12/2023|63.72|01|F001|0009812|04/01/2024||
20521233991|R002|00000014|12/12/2023|133.6|01|F001|09871654|11/01/2024||
20521233991|R002|00000019|12/12/2023|504.21|01|F001|00019901|11/01/2024||
20521233991|R002|00000022|12/12/2023|133.6|01|F001|10000002|11/01/2024||
20521233991|R002|00000033|12/12/2023|133.6|01|F001|10000011|11/01/2024||
20521233991|R002|00000034|13/12/2023|133.6|01|F001|08790001|12/01/2024||
20521233991|R002|00000036|13/12/2023|133.6|01|F001|00081234|12/01/2024||
20521233991|R002|00000037|13/12/2023|133.6|01|F001|00100341|12/01/2024||
20521233991|R002|00000038|13/12/2023|133.6|01|F001|10001001|12/01/2024||
20521233991|R002|00000039|13/12/2023|133.6|01|F001|00219890|12/01/2024||
20521233991|R002|00000040|13/12/2023|133.6|01|F001|12222221|12/01/2024||
20521233991|R002|00000041|13/12/2023|133.6|01|F001|10002222|12/01/2024||
20521233991|R002|00000042|13/12/2023|133.6|01|F001|00113344|12/01/2024||
20521233991|R002|00000043|26/12/2023|231.8|01|F001|00000204|25/01/2024||
20521233991|R002|00000043|26/12/2023|231.8|01|F001|00000203|25/01/2024||
20521233991|R002|00000044|26/12/2023|133.6|01|F001|00000202|25/01/2024||
