20240000|57505|M57505|9|FAM000001|||2|322211|9|CONSTRUCCION DATACENTER 1|-|-|-|253573.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22/02/2023|01/03/2023|1|0000|6.25|1056.56|-1056.56|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240000|57511|M57511|9|FAM000001|||2|322211|9|CONSTRUCCION DATACENTER 1|-|-|-|253573.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22/02/2023|01/03/2023|1|0000|6.25|1056.56|-1056.56|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240000|57509|M57509|9|FAM000001|||2|322211|9|CONSTRUCCION DATACENTER 1|-|-|-|253573.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22/02/2023|01/03/2023|1|0000|6.25|1056.56|-1056.56|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240000|57513|M57513|9|FAM000001|||2|322211|9|CONSTRUCCION DATACENTER 1|-|-|-|253573.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22/02/2023|01/03/2023|1|0000|6.25|1056.56|-1056.56|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240000|57506|M57506|9|FAM000001|||2|322211|9|CONSTRUCCION DATACENTER 1|-|-|-|253573.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22/02/2023|01/03/2023|1|0000|6.25|1056.56|-1056.56|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240000|57510|M57510|9|FAM000001|||2|322211|9|CONSTRUCCION DATACENTER 1|-|-|-|253573.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22/02/2023|01/03/2023|1|0000|6.25|1056.56|-1056.56|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240000|57503|M57503|9|FAM000001|||2|322211|9|CONSTRUCCION DATACENTER 1|-|-|-|253573.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22/02/2023|01/03/2023|1|0000|6.25|1056.56|-1056.56|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240000|57507|M57507|9|FAM000001|||2|322211|9|CONSTRUCCION DATACENTER 1|-|-|-|253573.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22/02/2023|01/03/2023|1|0000|6.25|1056.56|-1056.56|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240000|57508|M57508|9|FAM000001|||2|322211|9|CONSTRUCCION DATACENTER 1|-|-|-|253573.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22/02/2023|01/03/2023|1|0000|6.25|1056.56|-1056.56|0.00|0.00|0.00|0.00|0.00|0.00|1|
20240000|57512|M57512|9|FAM000001|||2|322211|9|CONSTRUCCION DATACENTER 1|-|-|-|253573.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|22/02/2023|01/03/2023|1|0000|6.25|1056.56|-1056.56|0.00|0.00|0.00|0.00|0.00|0.00|1|
