1 Periodo,2 Código de catalogo,3 Codigo de rubro,4 Saldo rubro,5 Estado de operacion,6 Campos Libres,
20230831,659313,0.00,0.00,0.00,2 420 453.91,0.00,2 420 453.91,0.00,-22 866 544.21,0.00,0.00,0.00,0.00,2 420 453.91,0.00,0.00,0.00,1,
20230930,682231,0.00,0.00,17 478.87,0.00,17 478.87,0.00,106 702.75,0.00,0.00,0.00,0.00,0.00,-17 478.87,0.00,0.00,0.00,1,
20230930,421101,0.00,0.00,0.00,5 726 323.71,0.00,5 726 323.71,0.00,-5 726 323.71,0.00,0.00,0.00,5 726 323.71,0.00,0.00,0.00,0.00,1,
20230930,496101 ANULAR,0.00,0.00,0.00,877 832.30,0.00,877 832.30,0.00,-877 832.30,0.00,0.00,0.00,877 832.30,0.00,0.00,0.00,0.00,1,
20230930,501101,0.00,0.00,0.00,4 700 264.91,0.00,4 700 264.91,0.00,-4 755 264.91,0.00,0.00,0.00,4 700 264.91,0.00,0.00,0.00,0.00,1,
20231130,7032101,0.00,0.00,670.00,5 125.00,670.00,5 125.00,0.00,-210 312.00,0.00,0.00,0.00,0.00,0.00,4 455.00,0.00,0.00,1,
20231130,421201,0.00,0.00,26 206.54,120 634.49,26 206.54,120 634.49,0.00,-19 503 841.56,0.00,0.00,0.00,94 427.95,0.00,0.00,0.00,0.00,1,
20231130,701218,0.00,0.00,0.00,160.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,0.00,0.00,1,
20231130,601102,0.00,0.00,57.24,0.00,57.24,0.00,26 199.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231130,421104,0.00,0.00,84 520.40,116 596.93,84 520.40,116 596.93,0.00,-707 848.10,0.00,0.00,0.00,32 076.53,0.00,0.00,0.00,0.00,1,
20231130,339212,0.00,0.00,102 476.87,108 453.69,102 476.87,108 453.69,2 638 849.20,0.00,0.00,0.00,-5 976.82,0.00,0.00,0.00,0.00,0.00,1,
20231130,104118,0.00,0.00,1 180.00,2 950.00,1 180.00,2 950.00,0.00,-8 850.00,0.00,0.00,-1 770.00,0.00,0.00,0.00,0.00,0.00,1,
20231130,682211,0.00,0.00,14 950.52,0.00,14 950.52,0.00,89 703.12,0.00,0.00,0.00,0.00,0.00,-14 950.52,0.00,0.00,0.00,1,
20231130,684111,0.00,0.00,46 519.74,0.00,46 519.74,0.00,279 118.44,0.00,0.00,0.00,0.00,0.00,-46 519.74,0.00,0.00,0.00,1,
20231130,395211,0.00,0.00,0.00,46 519.74,0.00,46 519.74,0.00,-279 118.44,0.00,0.00,46 519.74,0.00,0.00,0.00,0.00,0.00,1,
20231130,101101,0.00,0.00,0.00,13 758.56,0.00,13 758.56,0.00,-54 122.55,0.00,0.00,-13 758.56,0.00,0.00,0.00,0.00,0.00,1,
20231130,401141,0.00,0.00,0.00,186.21,0.00,186.21,0.00,-2 132.62,0.00,0.00,0.00,186.21,0.00,0.00,0.00,0.00,1,
20231130,684121,0.00,0.00,6 580.33,0.00,6 580.33,0.00,13 936.64,0.00,0.00,0.00,0.00,0.00,-6 580.33,0.00,0.00,0.00,1,
20231130,701217,0.00,0.00,0.00,300.50,0.00,300.50,0.00,-7 800.50,0.00,0.00,0.00,0.00,0.00,300.50,0.00,0.00,1,
20231130,395261,0.00,0.00,0.00,1.08,0.00,1.08,0.00,0.00,0.00,0.00,1.08,0.00,0.00,0.00,0.00,0.00,1,
20231130,421202,0.00,0.00,14 377.84,0.00,14 377.84,0.00,0.00,-36 738 884.04,0.00,0.00,0.00,-14 377.84,0.00,0.00,0.00,0.00,1,
20231130,7032102,0.00,0.00,0.00,220.00,0.00,220.00,0.00,-3 100.28,0.00,0.00,0.00,0.00,0.00,220.00,0.00,0.00,1,
20231130,776102,0.00,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231031,101101,0.00,0.00,0.00,900.00,0.00,900.00,0.00,-36 081.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231031,421202,0.00,0.00,1 921.00,4 677.41,1 921.00,4 677.41,0.00,-110 216 652.12,0.00,0.00,0.00,2 756.41,0.00,0.00,0.00,0.00,1,
20231031,682251,0.00,0.00,201 029.77,0.00,201 029.77,0.00,1 206 178.62,0.00,0.00,0.00,0.00,0.00,-201 029.77,0.00,0.00,0.00,1,
20231031,631111,0.00,0.00,800.00,0.00,800.00,0.00,1 000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,395271,0.00,0.00,0.50,914.85,0.50,914.85,0.00,-14 020.56,0.00,0.00,914.35,0.00,0.00,0.00,0.00,0.00,1,
20231231,691211,0.00,0.00,9 809.51,5 979.03,9 809.51,5 979.03,201 222.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,684141,0.00,0.00,24.95,0.00,24.95,0.00,140.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,682211,0.00,0.00,14 950.52,0.00,14 950.52,0.00,89 703.12,0.00,0.00,0.00,0.00,0.00,-14 950.52,0.00,0.00,0.00,1,
20231231,201112 ANULAR,0.00,0.00,6 713.78,734.13,6 713.78,734.13,415 271 865.60,0.00,0.00,0.00,5 979.65,0.00,0.00,0.00,0.00,0.00,1,
20231231,401112,0.00,0.00,39 508.43,120.60,39 508.43,120.60,1 968 142.60,0.00,0.00,0.00,0.00,-39 387.83,0.00,0.00,0.00,0.00,1,
20231231,701217,0.00,0.00,0.00,1 750.00,0.00,1 750.00,0.00,-23 401.50,0.00,0.00,0.00,0.00,0.00,1 750.00,0.00,0.00,1,
20231231,322411,0.00,0.00,58 376.02,0.00,58 376.02,0.00,133 552.64,0.00,0.00,0.00,58 376.02,0.00,0.00,0.00,0.00,0.00,1,
20231231,121101,0.00,0.00,0.00,300.00,0.00,300.00,1 739 185.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231231,104102,0.00,0.00,728.65,18 148.03,728.65,18 148.03,0.00,-129 321.20,0.00,0.00,-17 419.38,0.00,0.00,0.00,0.00,0.00,1,
20230930,682251,0.00,0.00,201 029.77,0.00,201 029.77,0.00,1 206 178.62,0.00,0.00,0.00,0.00,0.00,-201 029.77,0.00,0.00,0.00,1,
20230930,121101,0.00,0.00,1 741 069.92,1 879.61,1 741 069.92,1 879.61,8 695 926.55,0.00,0.00,0.00,1 739 190.31,0.00,0.00,0.00,0.00,0.00,1,
20230930,122101,0.00,0.00,0.00,67.49,0.00,67.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20230930,452101 ANULAR,0.00,0.00,0.00,1 065 197.68,0.00,1 065 197.68,0.00,-2 264 525.88,0.00,0.00,0.00,1 065 197.68,0.00,0.00,0.00,0.00,1,
20231130,401112,0.00,0.00,16 437.68,180.00,16 437.68,180.00,787 257.04,0.00,0.00,0.00,0.00,-16 257.68,0.00,0.00,0.00,0.00,1,
20231130,104101,0.00,0.00,954.40,849.99,954.40,849.99,0.00,-4 089 651.52,0.00,0.00,104.41,0.00,0.00,0.00,0.00,0.00,1,
20231130,104103,0.00,0.00,200.00,0.00,200.00,0.00,116 277.59,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,1,
20231130,,0.00,0.00,251.15,31.30,251.15,31.30,13 297.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231130,395271,0.00,0.00,0.00,48.27,0.00,48.27,0.00,-16 357.32,0.00,0.00,48.27,0.00,0.00,0.00,0.00,0.00,1,
20231130,322411,0.00,0.00,8 400.30,0.00,8 400.30,0.00,66 776.32,0.00,0.00,0.00,8 400.30,0.00,0.00,0.00,0.00,0.00,1,
20231130,424102,0.00,0.00,6 946.00,6 946.00,6 946.00,6 946.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,
20231130,401721,0.00,0.00,0.00,604.00,0.00,604.00,0.00,0.00,0.00,0.00,0.00,604.00,0.00,0.00,0.00,0.00,1,
20231130,601104,0.00,0.00,14 385.46,0.00,14 385.46,0.00,85 777.04,0.00,0.00,0.00,0.00,0.00,-14 385.46,0.00,0.00,0.00,1,
