20240100|17264|M17264|9999|9|01|10020100400001|||04/01/2024|09|T002|84|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|0.00|-2|1|
20240100|17275|M17275|9999|9|01|10020100400001|||08/01/2024|09|T003|22|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|0.00|-5|1|
20240100|17275|M17275|9999|9|01|10020402000012|||08/01/2024|09|T003|22|01|FIBRA OPTICA ADSS 24H SPAN 200 (HDPE) OFC-24G.652D-FA-SA-S1|NIU|0.00|-5|1|
20240100|17302|M17302|9999|9|01|10020402000012|||09/01/2024|91|0000|NaN|01|FIBRA OPTICA ADSS 24H SPAN 200 (HDPE) OFC-24G.652D-FA-SA-S1|NIU|100|0.00|1|
20240100|22315|M22315|9999|9|01|10040207100015|||19/01/2024|31|0000|0|01|FORTINET - FORTIGATE 100D (HW) - FG-100D|NIU|10|0.00|1|
20240100|22315|M22315|9999|9|01|10042020500124|||19/01/2024|31|0000|0|01|TRANSCEIVER FORTINET FG-TRAN-LX|NIU|0.00|-7|1|
20240100|22718|M22718|9999|9|01|10042011300011|||19/01/2024|09|0000|20242024|01|MIKROTIK CCR1036-12G-4S|NIU|1|0.00|1|
20240100|23522|M23522|9999|9|01|10040207100015|||19/01/2024|09|T004|3|01|FORTINET - FORTIGATE 100D (HW) - FG-100D|NIU|0.00|-1|1|
20240100|29458|M29458|9999|9|01|10020100400001|||23/01/2024|09|T003|25|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|0.00|-5|1|
20240100|29765|M29765|9999|9|01|10040200200004|||24/01/2024|01|0000|8|01|POWER INJECTOR FORTINET GPI-115 FORTINET GPI-115|NIU|1|0.00|1|
20240100|29867|M29867|9999|9|01|10040200900001|||24/01/2024|01|0000|2|01|FORTINET FORTIMANAGER-200D APPLIANCE|NIU|1|0.00|1|
20240100|29868|M29868|9999|9|01|10040200200004|||24/01/2024|01|0000|8|01|POWER INJECTOR FORTINET GPI-115 FORTINET GPI-115|NIU|1|0.00|1|
20240100|29869|M29869|9999|9|01|10040200900001|||24/01/2024|01|0000|1|01|FORTINET FORTIMANAGER-200D APPLIANCE|NIU|1|0.00|1|
20240100|29870|M29870|9999|9|01|10040207700004|||24/01/2024|01|0000|302|01|FORTINET - FORTIMAIL 200E FML-200E-BDL|NIU|1|0.00|1|
20240100|29872|M29872|9999|9|01|10040200200004|||24/01/2024|01|0000|8|01|POWER INJECTOR FORTINET GPI-115 FORTINET GPI-115|NIU|1|0.00|1|
20240100|29874|M29874|9999|9|01|10040201500001|||24/01/2024|01|0000|1232|01|BALANCEADOR FORTINET FORTIWAN 1000B|NIU|1|0.00|1|
20240100|29877|M29877|9999|9|01|BROCA PASAMURO|||24/01/2024|01|0000|1901|01|BROCA PASAMURO|NIU|10|0.00|1|
20240100|29878|M29878|9999|9|01|10040200900001|||24/01/2024|01|0000|10|01|FORTINET FORTIMANAGER-200D APPLIANCE|NIU|1|0.00|1|
20240100|29881|M29881|9999|9|01|10040207100024|||24/01/2024|01|0000|2101|01|FORTINET - FORTIGATE 300D (HW) - FG-300D|NIU|1|0.00|1|
20240100|29883|M29883|9999|9|01|10040207100016|||24/01/2024|01|0000|8|01|FORTINET - FORTIGATE 100E (HW) - FG-100E|NIU|1|0.00|1|
20240100|29886|M29886|9999|9|01|10040201500004|||24/01/2024|01|0000|20|01|FORTIWAN 1000B FORTINET|NIU|1|0.00|1|
20240100|29888|M29888|9999|9|01|10040200200004|||24/01/2024|01|0000|5375342|01|POWER INJECTOR FORTINET GPI-115 FORTINET GPI-115|NIU|1|0.00|1|
20240100|29889|M29889|9999|9|01|10040200200004|||24/01/2024|01|0000|58|01|POWER INJECTOR FORTINET GPI-115 FORTINET GPI-115|NIU|2|0.00|1|
20240100|29894|M29894|9999|9|01|10020100400001|||24/01/2024|09|T002|87|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|0.00|-5|1|
20240100|29998|M29998|9999|9|01|10020100400001|||24/01/2024|09|0000|87|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|5|0.00|1|
20240100|30099|M30099|9999|9|01|10020100400001|||24/01/2024|31|0000|0|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|5|-5|1|
20240100|30400|M30400|9999|9|01|10020100400001|||24/01/2024|31|0000|0|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|5|-5|1|
20240100|30501|M30501|9999|9|01|10020100400001|||24/01/2024|31|0000|0|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|5|-5|1|
20240100|30506|M30506|9999|9|01|10020100400001|||24/01/2024|31|0000|0|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|1|0.00|1|
20240100|30506|M30506|9999|9|01|10020100400002|||24/01/2024|31|0000|0|01|PREFORMADO 4 HILOS PARA FO ADSS 96H|NIU|0.00|-1|1|
20240100|31211|M31211|9999|9|01|10020100400002|||24/01/2024|09|0000|12345678|01|PREFORMADO 4 HILOS PARA FO ADSS 96H|NIU|2|0.00|1|
20240100|31218|M31218|9999|9|01|10042009100009|||24/01/2024|09|0000|12345678|01|MEDIA CONVERTER PLANET GT-806A15|NIU|10|0.00|1|
20240100|31427|M31427|9999|9|01|10042009100009|||24/01/2024|09|T002|89|01|MEDIA CONVERTER PLANET GT-806A15|NIU|0.00|-10|1|
20240100|31535|M31535|9999|9|01|10020100400002|||24/01/2024|31|0000|0|01|PREFORMADO 4 HILOS PARA FO ADSS 96H|NIU|0.00|-5|1|
20240100|31847|M31847|9999|9|01|10020402000001|||25/01/2024|09|T002|91|01|CABLE DE FIBRA OPTICA 24 HILOS ADSS SPAN 120 (FO24HADSS120LS)|NIU|0.00|-50|1|
20240100|32355|M32355|9999|9|01|10020402000001|||25/01/2024|09|0000|65|01|CABLE DE FIBRA OPTICA 24 HILOS ADSS SPAN 120 (FO24HADSS120LS)|NIU|50|0.00|1|
20240100|32762|M32762|9999|9|01|10020100400001|||25/01/2024|09|T004|5|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|0.00|-180|1|
20240100|32870|M32870|9999|9|01|10020100400001|||25/01/2024|09|0000|1|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|90|0.00|1|
20240100|33176|M33176|9999|9|01|10020100400001|||25/01/2024|31|0000|0|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|0.00|-4|1|
20240100|33281|M33281|9999|9|01|10020100400001|||25/01/2024|09|T002|99|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|0.00|-5|1|
20240100|33281|M33281|9999|9|01|10020100400002|||25/01/2024|09|T002|99|01|PREFORMADO 4 HILOS PARA FO ADSS 96H|NIU|0.00|-1|1|
20240100|33281|M33281|9999|9|01|10020100400005|||25/01/2024|09|T002|99|01|PREFORMADO DE 2 HILOS PARA FO ADSS 48H (VERDE)|NIU|0.00|-10|1|
20240100|33281|M33281|9999|9|01|10020402000001|||25/01/2024|09|T002|99|01|CABLE DE FIBRA OPTICA 24 HILOS ADSS SPAN 120 (FO24HADSS120LS)|NIU|0.00|-2000|1|
20240100|33281|M33281|9999|9|01|10020402000018|||25/01/2024|09|T002|99|01|FIBRA OPTICA ADSS 96H SPAN 100 (MDPE) OFC-96G.652D-FRP / ANTIROEDOR|NIU|0.00|-200|1|
20240100|33285|M33285|9999|9|01|10020100400002|||25/01/2024|09|0000|7524|01|PREFORMADO 4 HILOS PARA FO ADSS 96H|NIU|1|0.00|1|
20240100|33285|M33285|9999|9|01|10020100400005|||25/01/2024|09|0000|7524|01|PREFORMADO DE 2 HILOS PARA FO ADSS 48H (VERDE)|NIU|5|0.00|1|
20240100|33285|M33285|9999|9|01|10020402000001|||25/01/2024|09|0000|7524|01|CABLE DE FIBRA OPTICA 24 HILOS ADSS SPAN 120 (FO24HADSS120LS)|NIU|1000|0.00|1|
20240100|33285|M33285|9999|9|01|10020402000018|||25/01/2024|09|0000|7524|01|FIBRA OPTICA ADSS 96H SPAN 100 (MDPE) OFC-96G.652D-FRP / ANTIROEDOR|NIU|100|0.00|1|
20240100|34194|M34194|9999|9|01|10020100400001|||25/01/2024|09|T004|7|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|0.00|-45|1|
20240100|34194|M34194|9999|9|01|10020402000001|||25/01/2024|09|T004|7|01|CABLE DE FIBRA OPTICA 24 HILOS ADSS SPAN 120 (FO24HADSS120LS)|NIU|0.00|-300|1|
20240100|34194|M34194|9999|9|01|10020402000018|||25/01/2024|09|T004|7|01|FIBRA OPTICA ADSS 96H SPAN 100 (MDPE) OFC-96G.652D-FRP / ANTIROEDOR|NIU|0.00|-400|1|
20240100|36030|M36030|9999|9|01|10020402000077|||26/01/2024|09|0000|70546984|01|PATCH CORD F.O. OM3 LSZH DUPLEX LC/UPC - LC/UPC 3MM X 5 MT|NIU|10|0.00|1|
20240100|36033|M36033|9999|9|01|10020100400002|||26/01/2024|09|T003|589|01|PREFORMADO 4 HILOS PARA FO ADSS 96H|NIU|0.00|-10|1|
20240100|36033|M36033|9999|9|01|10040207100037|||26/01/2024|09|T003|589|01|FORTINET FORTIGATE (FG-100F)|NIU|0.00|-2|1|
20240100|36034|M36034|9999|9|01|10020100400002|||26/01/2024|09|0000|101|01|PREFORMADO 4 HILOS PARA FO ADSS 96H|NIU|10|0.00|1|
20240100|36034|M36034|9999|9|01|10040207100037|||26/01/2024|09|0000|101|01|FORTINET FORTIGATE (FG-100F)|NIU|2|0.00|1|
20240100|36037|M36037|9999|9|01|10042011300071|||26/01/2024|31|0000|0|01|ROUTER MIKROTIK RB2011UIAS-RM|NIU|2|-2|1|
20240100|37549|M37549|9999|9|01|10020100400001|||27/01/2024|09|T002|856|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|0.00|-15|1|
20240100|37551|M37551|9999|9|01|10020100400002|||27/01/2024|09|T002|858|01|PREFORMADO 4 HILOS PARA FO ADSS 96H|NIU|0.00|-20|1|
20240100|37555|M37555|9999|9|01|10042011300071|||28/01/2024|09|T002|860|01|ROUTER MIKROTIK RB2011UIAS-RM|NIU|0.00|-15|1|
20240100|37555|M37555|9999|9|01|10042019800028|||28/01/2024|09|T002|860|01|FORTINET FORTISWITCH ( FS-124F-POE)|NIU|0.00|-5|1|
20240100|37556|M37556|9999|9|01|10042011300071|||28/01/2024|09|0000|860|01|ROUTER MIKROTIK RB2011UIAS-RM|NIU|15|0.00|1|
20240100|37556|M37556|9999|9|01|10042019800028|||28/01/2024|09|0000|860|01|FORTINET FORTISWITCH ( FS-124F-POE)|NIU|5|0.00|1|
20240100|37558|M37558|9999|9|01|10040207700004|||28/01/2024|09|T002|862|01|FORTINET - FORTIMAIL 200E FML-200E-BDL|NIU|0.00|-1|1|
20240100|38468|M38468|9999|9|01|10040207700004|||29/01/2024|09|T002|863|01|FORTINET - FORTIMAIL 200E FML-200E-BDL|NIU|0.00|-1|1|
20240100|39678|M39678|9999|9|01|10020100400005|||30/01/2024|01|0000|1234|01|PREFORMADO DE 2 HILOS PARA FO ADSS 48H (VERDE)|NIU|12|0.00|1|
20240100|39786|M39786|9999|9|01|10020100400001|||30/01/2024|09|0000|151516|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|1|0.00|1|
20240100|39787|M39787|9999|9|01|10040520100041|||30/01/2024|09|0000|123456789|01|TELEFONO IP YEALINK T31G|NIU|2|0.00|1|
20240100|39893|M39893|9999|9|01|10040520100041|||30/01/2024|09|T002|864|11|TELEFONO IP YEALINK T31G|NIU|0.00|-2|1|
20240100|39994|M39994|9999|9|01|10020100400001|||30/01/2024|09|T004|9|01|PREFORMADO 4 HILOS PARA FO ADSS 24H|NIU|0.00|-1|1|
20240100|39998|M39998|9999|9|01|10040520100041|||30/01/2024|09|0000|864|01|TELEFONO IP YEALINK T31G|NIU|2|0.00|1|
20240100|41133|M41133|9999|9|01|10042011300071|||30/01/2024|09|T002|866|01|ROUTER MIKROTIK RB2011UIAS-RM|NIU|0.00|-10|1|
20240100|41545|M41545|9999|9|01|BROCA PASAMURO|||31/01/2024|01|0000|143|01|BROCA PASAMURO|NIU|1|0.00|1|
20240100|41547|M41547|9999|9|01|BROCA PASAMURO|||31/01/2024|01|0000|146|01|BROCA PASAMURO|NIU|1|0.00|1|
20240100|41552|M41552|9999|9|01|BROCA PASAMURO|||31/01/2024|31|0000|0|01|BROCA PASAMURO|NIU|10|0.00|1|
20240100|41555|M41555|9999|9|01|BROCA PASAMURO|||31/01/2024|31|0000|0|01|BROCA PASAMURO|NIU|0.00|-10|1|
20240100|41556|M41556|9999|9|01|10020100400005|||31/01/2024|31|0000|0|01|PREFORMADO DE 2 HILOS PARA FO ADSS 48H (VERDE)|NIU|0.00|-2|1|
20240100|41557|M41557|9999|9|01|10040207100015|||31/01/2024|31|0000|0|01|FORTINET - FORTIGATE 100D (HW) - FG-100D|NIU|0.00|-2|1|
20240100|41560|M41560|9999|9|01|10040207100015|||31/01/2024|31|0000|0|01|FORTINET - FORTIGATE 100D (HW) - FG-100D|NIU|5|0.00|1|
