20552504641|COMPAÑÍA MAGRA SAC||||R001|00000193|24/01/2024|155|01|F002|00234001|10/02/2024|51.51|
20552504641|COMPAÑÍA MAGRA SAC||||R001|00000193|24/01/2024|159|01|F002|10000001|10/02/2024|53.1|
20552504641|COMPAÑÍA MAGRA SAC||||R001|00000193|24/01/2024|2100|01|E001|12356887|24/03/2024|700|
20552504641|SAGA FALABELLA S A||||R001|00000194|25/01/2024|3540|01|E001|01234567|09/02/2024|1180|
20552504641|C&C SALES E.I.R.L.||||R001|00000195|25/01/2024|27000|01|F001|00916785|28/12/2023|9000|
20552504641|COMPAÑÍA MAGRA SAC||||R001|00000196|29/01/2024|2124|01|E001|00000145|29/03/2024|708|
20552504641|C&C SALES E.I.R.L.||||R001|00000197|29/01/2024|600|01|F001|00916785|28/12/2023|200|
20552504641|C&C SALES E.I.R.L.||||R001|00000198|29/01/2024|600|01|F001|00916785|28/12/2023|200|
20552504641|C&C SALES E.I.R.L.||||R001|00000199|29/01/2024|600|01|F001|00916785|28/12/2023|200|
20552504641|C&C SALES E.I.R.L.||||R001|00000200|29/01/2024|600|01|F001|00916785|28/12/2023|200|
20552504641|COMPAÑÍA MAGRA SAC||||R001|00000201|30/01/2024|2124|01|F008|1234|30/03/2024|708|
20552504641|COMPAÑÍA MAGRA SAC||||R001|00000202|30/01/2024|2550|01|F030|30011|30/03/2024|850|
20552504641|COMPAÑÍA MAGRA SAC||||R001|00000205|31/01/2024|3114|01|F030|876563|31/03/2024|1038|
20552504641|COMPAÑÍA MAGRA SAC||||R001|00000209|31/01/2024|18621|01|F004|00000147|31/03/2024|6207.04|
20552504641|LUIS DANNON BRENDER||||R001|00000211|31/01/2024|2301|01|E001|00000143|31/01/2024|767|
20552504641|LUIS DANNON BRENDER||||R001|00000212|31/01/2024|1062|01|E001|00000146|31/01/2024|354|
20552504641|LUIS DANNON BRENDER||||R001|00000212|31/01/2024|2301|01|E001|00000142|31/01/2024|767|
20552504641|COMPAÑÍA MAGRA SAC||||R001|00000213|31/01/2024|600|01|F004|00000125|31/03/2024|200|
20552504641|COMPAÑÍA MAGRA SAC||||R001|00000213|31/01/2024|18621|01|F004|00000126|31/03/2024|6207.04|
