20231231|09|- None -|-50,443.68|1|
20231231|09|- None -|-269,909.28|1|
20231031|09|- None -|-202,431.96|1|
20231130|09|- None -|-337,386.60|1|
20231231|09|- None -|-3,444,378.40|1|
20231231|09|- None -|-347,227.62|1|
20231130|09|- None -|-115,742.54|1|
20231031|09|- None -|-57,871.27|1|
20231231|09|- None -|-17,546.08|1|
20231231|09|- None -|-33,824.16|1|
20231231|09|- None -|-3,563.60|1|
20230930|09|- None -|-1,988.70|1|
20231231|09|- None -|155,571.93|1|
20231130|09|- None -|466,715.79|1|
20231231|09|- None -|57,144.88|1|
20231130|09|- None -|43,230.00|1|
20231231|09|- None -|72,050.00|1|
20231130|09|- None -|685,707.34|1|
20231231|09|- None -|13,028,439.46|1|
20231231|09|- None -|576,908,557.00|1|
20231031|09|- None -|12,461,224,831.20|1|
20231130|09|- None -|299,992,449.64|1|
20231231|09|- None -|-71,309.22|1|
20231130|09|- None -|-213,927.66|1|
20231231|09|- None -|-31,260.90|1|
20231231|09|- None -|-2,265.68|1|
20231031|09|- None -|-720.00|1|
20231231|09|- None -|-720.00|1|
20230630|09|- None -|-3,262,646.87|1|
20231130|09|- None -|-45,677,056.18|1|
20230131|09|- None -|-13,050,587.48|1|
20231031|09|- None -|-6,525,293.74|1|
20231231|09|- None -|-91,354,112.36|1|
20230831|09|- None -|-48,939,703.05|1|
20230930|09|- None -|-61,990,290.53|1|
20230731|09|- None -|-26,101,174.96|1|
20230531|09|- None -|-3,262,646.87|1|
20230331|09|- None -|-148,339,231.64|1|
20230430|09|- None -|-296,678,463.28|1|
20230731|09|- None -|-519,187,310.74|1|
20231231|09|- None -|-1,335,053,084.76|1|
20230831|09|- None -|-111,254,423.73|1|
20230131|09|- None -|-74,169,615.82|1|
20230531|09|- None -|-333,763,271.19|1|
20230630|09|- None -|-333,763,271.19|1|
20230930|09|- None -|-185,424,039.55|1|
20230228|09|- None -|-74,169,615.82|1|
20231231|09|- None -|-27,911.15|1|
20231031|09|- None -|-139,555.75|1|
20231231|09|- None -|113,251.16|1|
20231231|09|- None -|1,003,804.65|1|
20231130|09|- None -|892,270.80|1|
20231231|09|- None -|1,117,397.38|1|
20231231|09|- None -|-5,250.00|1|
20231231|09|- None -|-7,223.85|1|
20231231|09|- None -|74,288.30|1|
20231130|09|- None -|-1,819,870.72|1|
20231231|09|- None -|-3,639,741.44|1|
20231231|09|- None -|900.00|1|
20231231|09|- None -|10,020.60|1|
20231130|09|- None -|5,500.00|1|
20231031|09|- None -|16,500.00|1|
20231130|09|- None -|2,759.60|1|
20231130|09|- None -|16,324.00|1|
20231130|09|- None -|3,100.00|1|
20231231|09|- None -|6,200.00|1|
20231130|09|- None -|2,200.00|1|
20231231|09|- None -|4,400.00|1|
20231231|09|- None -|1,800.00|1|
20231130|09|- None -|165,780.00|1|
20231231|09|- None -|110,520.00|1|
20231231|09|- None -|100.00|1|
20231130|09|- None -|3,400.00|1|
20231231|09|- None -|33,605.07|1|
20231031|09|- None -|1,145.10|1|
20231231|09|- None -|-100.00|1|
20231231|09|- None -|120,434.40|1|
20231031|09|- None -|-22,866,544.21|1|
20231231|09|- None -|-285,466.90|1|
20230228|09|- None -|108,654,732.42|1|
20230131|09|- None -|325,964,197.26|1|
20230731|09|- None -|1,195,202,056.62|1|
20231130|09|- None -|380,291,563.47|1|
20230430|09|- None -|434,618,929.68|1|
20230630|09|- None -|543,273,662.10|1|
20230531|09|- None -|543,273,662.10|1|
20230930|09|- None -|1,249,529,422.83|1|
20230831|09|- None -|977,892,591.78|1|
20230331|09|- None -|217,309,464.84|1|
20230430|09|- None -|6,944,062.08|1|
20230630|09|- None -|8,680,077.60|1|
20230131|09|- None -|5,208,046.56|1|
20231130|09|- None -|15,624,139.68|1|
20230331|09|- None -|3,472,031.04|1|
20230930|09|- None -|19,964,178.48|1|
20230831|09|- None -|15,624,139.68|1|
20230228|09|- None -|1,736,015.52|1|
20230531|09|- None -|8,680,077.60|1|
20230731|09|- None -|19,096,170.72|1|
20231031|09|- None -|4,340,038.80|1|
20231231|09|- None -|53,816,481.12|1|
20231031|09|- None -|-73,369.99|1|
20231231|09|- None -|-660,329.91|1|
20231130|09|- None -|-807,069.89|1|
20231130|09|- None -|-9,467,755.11|1|
20231231|09|- None -|631,149.60|1|
20231231|09|- None -|-115,355.07|1|
20231130|09|- None -|34,885.00|1|
20231130|09|- None -|24,201.21|1|
20231231|09|- None -|169,408.47|1|
20231130|09|- None -|0.00|1|
20231031|09|- None -|0.00|1|
20231231|09|- None -|0.00|1|
